BygningAnvendelsesKode_Value,BygningOpfoerelsesaar_Value,BygningSamletBoligAreal_Value,BygningVarmeinstallation_Value,EnhedAntalVaerelser_Value
140,1934,954,1,2
140,1934,954,1,4
140,1934,954,1,3
140,1934,954,1,3
140,1934,954,1,3
140,1934,954,1,3
140,1934,954,1,3
140,1934,954,1,3
140,1934,954,1,3
140,1934,954,1,3
140,1934,954,1,3
140,2001,314,1,4
140,2001,314,1,3
130,1978,183,1,4
130,1975,124,7,3
140,2007,290,2,4
140,2007,290,2,1
140,2007,290,2,4
130,2003,105,1,4
140,1898,162,3,2
140,1898,162,3,2
130,1983,201,1,2
130,1997,102,1,2
140,1924,260,1,2
140,1924,260,1,3
130,1993,232,2,4
130,1993,232,2,3
130,1989,82,5,3
130,2008,81,2,3
140,1877,346,2,4
140,1877,346,2,2
140,1877,346,2,4
140,1877,346,2,4
130,1971,134,1,2
130,2003,105,1,4
130,1967,113,2,4
130,1977,102,2,4
130,1959,92,1,4
130,1985,142,7,2
130,1973,142,1,5
140,1777,341,2,3
140,1777,341,2,3
140,1777,341,2,2
140,1777,341,2,2
130,2004,134,1,4
130,1983,162,1,4
130,1983,162,1,2
130,2004,130,1,4
140,1965,2620,1,4
140,1965,2620,1,3
140,1965,2620,1,4
140,1965,2620,1,3
140,1965,2620,1,4
140,1965,2620,1,3
140,1965,2620,1,4
140,1965,2620,1,3
140,1965,2620,1,4
140,1965,2620,1,3
140,1965,2620,1,4
140,1965,2620,1,3
140,1965,2620,1,4
140,1965,2620,1,3
140,1965,2620,1,3
140,1965,2620,1,2
140,1966,1620,2,1
140,1966,1620,2,2
140,1966,1620,2,3
140,1966,1620,2,1
140,1966,1620,2,2
140,1966,1620,2,3
140,1966,1620,2,1
140,1966,1620,2,2
140,1966,1620,2,3
140,1870,414,2,6
140,1870,414,2,5
140,1870,414,2,2
130,1840,75,2,2
130,1974,512,1,4
130,1974,512,1,3
130,1974,512,1,2
130,1974,512,1,1
140,1925,385,2,6
140,1925,385,2,7
130,1998,113,1,4
130,1996,102,2,4
130,1964,117,2,5
130,1969,117,7,4
140,1890,384,2,2
140,1890,384,2,2
140,1890,384,2,2
140,1890,384,2,2
140,1890,384,2,2
140,1890,384,2,3
140,1890,384,2,2
130,1978,188,1,4
130,1982,126,1,3
130,1976,108,1,4
130,1991,294,2,4
130,1904,110,2,5
130,2003,56,1,2
130,2000,113,1,4
140,1990,404,2,4
130,1779,126,1,3
130,1900,56,1,2
130,1991,183,1,2
130,1988,734,2,4
130,1988,734,2,4
130,1988,734,2,3
130,1988,734,2,2
130,1988,734,2,1
130,1988,734,2,4
130,1988,734,2,3
130,1988,734,2,2
130,1988,734,2,1
130,1979,81,1,4
130,2009,131,2,4
140,1937,250,1,4
140,1937,250,1,1
140,1937,250,1,1
140,1937,250,1,4
130,1973,146,2,5
130,1996,516,2,3
130,1986,508,1,4
130,1986,508,1,3
130,1986,508,1,2
130,1987,360,7,2
130,1986,614,1,4
130,1986,614,1,3
130,1986,614,1,2
130,2003,105,1,4
190,1981,126,2,4
140,1683,95,3,3
140,1683,95,3,2
140,1683,95,3,2
140,1910,437,2,8
140,1910,437,2,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,2008,1760,1,2
140,1900,374,2,2
140,1900,374,2,2
140,1900,374,2,4
140,1900,374,2,2
140,1900,374,2,2
140,1933,302,2,2
140,1933,302,2,2
140,1933,302,2,2
140,1933,302,2,3
130,1691,157,1,5
130,1889,820,1,2
130,1889,820,1,3
130,1889,820,1,3
130,1889,820,1,3
130,1889,820,1,3
130,1889,820,1,3
130,1889,820,1,3
130,1889,820,1,2
130,1958,125,1,5
130,1930,126,2,6
130,2003,62,1,2
130,1981,118,7,5
130,1982,106,1,3
140,1934,302,2,3
140,1934,302,2,3
140,1934,302,2,3
140,1934,302,2,3
140,1901,286,1,4
140,1901,286,1,3
140,1901,286,1,2
140,1901,286,1,2
130,1973,192,1,5
130,2006,205,2,4
130,2006,205,2,3
130,1998,94,1,3
140,1898,52,2,1
140,1898,52,2,2
140,1898,145,1,2
140,1898,145,1,2
130,1990,238,2,4
130,1995,498,2,4
130,1995,498,2,4
130,1995,498,2,4
130,1974,512,1,4
130,1974,512,1,3
130,1974,512,1,2
130,1974,512,1,1
130,1958,140,1,3
130,1981,121,1,4
130,2009,112,1,4
130,1965,115,2,4
130,1986,614,1,4
130,1986,614,1,3
130,1986,614,1,2
130,1970,117,7,4
130,1962,100,2,4
130,2008,81,2,3
130,1977,102,7,4
130,1921,100,2,5
130,1967,113,2,4
130,1988,60,1,2
140,1933,155,1,3
140,1933,155,1,3
130,1987,225,5,4
130,1987,225,5,4
130,1921,100,1,5
130,1900,112,7,3
130,1973,144,7,5
130,1999,131,1,4
130,1998,113,1,4
130,2007,114,1,4
130,1998,131,1,5
130,1972,97,2,4
130,2011,127,1,4
130,2011,127,1,4
130,1976,896,7,4
130,1976,896,7,3
130,1976,896,7,2
130,1976,896,7,1
130,1982,252,1,3
140,1955,1430,2,4
140,1955,1430,2,3
140,1955,1430,2,4
140,1955,1430,2,3
140,1955,1430,2,4
140,1955,1430,2,3
140,1955,1430,2,3
140,1955,1430,2,3
140,1955,1430,2,4
140,1955,1430,2,3
140,1955,1430,2,4
140,1955,1430,2,3
130,1977,108,1,4
130,1994,484,1,4
130,1994,484,1,3
130,1994,484,1,3
130,1994,484,1,3
130,1994,484,1,3
130,1994,484,1,2
130,1900,153,2,5
130,1900,153,2,
130,1978,136,2,5
140,1996,1392,2,3
140,1996,1392,2,2
140,1996,1392,2,3
140,1996,1392,2,3
140,1996,1392,2,2
140,1996,1392,2,3
140,1996,1392,2,3
140,1996,1392,2,2
140,1996,1392,2,2
140,1996,1392,2,3
130,1982,106,1,3
130,2000,112,1,4
130,1998,295,2,2
130,2004,130,1,4
130,1976,108,1,4
130,1971,131,2,7
130,1962,125,1,6
140,1930,448,2,2
140,1930,448,2,2
140,1930,448,2,3
140,1930,448,2,4
140,1930,448,2,3
140,1930,448,2,4
140,1930,448,2,2
140,1930,448,2,1
140,1900,100,1,1
140,1900,100,1,2
140,1900,100,1,2
140,1922,312,2,5
140,1922,312,2,4
130,1973,144,7,6
130,2005,132,1,3
130,1965,160,2,6
130,1970,141,7,4
130,1965,93,5,4
130,1954,110,2,5
130,1990,344,1,4
130,1990,344,1,3
130,1990,344,1,2
130,1650,188,7,4
130,1650,188,7,5
130,1998,131,1,3
130,2011,125,1,2
130,2011,125,1,2
130,1970,120,2,4
130,1973,97,1,5
130,1976,124,7,4
140,1834,430,2,3
140,1834,430,2,1
140,1834,430,2,3
140,1834,430,2,1
140,1834,430,2,3
140,1834,430,2,3
140,1834,430,2,4
130,1991,560,7,4
140,1924,702,2,2
140,1924,702,2,3
140,1924,702,2,-1
140,1924,702,2,4
140,1924,702,2,3
140,1924,702,2,3
140,1924,702,2,3
140,1924,702,2,
140,1924,702,2,4
140,1924,702,2,3
140,1924,702,2,
140,1924,702,2,3
140,1924,702,2,3
140,1924,702,2,
140,1924,702,2,4
140,1924,702,2,3
140,1924,702,2,
130,1959,92,1,4
130,1736,171,1,5
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1964,5708,1,4
140,1964,5708,1,2
140,1905,172,2,3
140,1905,172,2,3
130,1988,556,2,4
130,1988,556,2,4
130,1988,556,2,2
130,1988,556,2,1
130,1988,556,2,4
130,1988,556,2,2
130,1988,556,2,1
130,1979,102,2,4
130,1973,142,1,5
140,1699,235,2,1
140,1699,235,2,3
140,1699,235,2,3
140,2015,554,1,3
140,2015,554,1,3
140,2015,554,1,3
140,2015,554,1,3
140,2015,554,1,4
140,2015,554,1,3
140,2015,554,1,4
140,2015,554,1,3
140,2015,554,1,3
140,2015,554,1,3
140,2015,554,1,3
140,2015,554,1,3
130,1979,153,1,4
130,1979,153,1,2
130,2003,105,1,4
140,1944,280,7,3
140,1944,280,7,3
140,1944,280,7,3
140,1944,280,7,3
140,1890,255,2,5
140,1890,255,2,3
130,1969,116,2,4
130,1959,90,1,3
140,1898,257,2,3
140,1898,257,2,2
140,1898,257,2,2
140,1959,867,1,4
140,1959,867,1,3
140,1959,867,1,3
140,1959,867,1,2
140,1959,867,1,4
140,1959,867,1,3
140,1959,867,1,3
140,1959,867,1,2
140,1959,867,1,4
140,1959,867,1,3
140,1959,867,1,3
140,1959,867,1,2
130,1982,168,1,3
130,1973,146,2,5
130,1981,172,1,4
130,1981,172,1,3
130,1976,353,7,7
130,1976,353,7,6
130,1976,353,7,2
130,1815,354,5,12
130,1982,106,1,3
130,1975,118,2,4
130,1967,113,2,3
140,1870,164,7,3
140,1870,164,7,3
140,2007,290,2,4
140,2007,290,2,4
140,1982,384,2,2
140,1982,384,2,1
140,1982,384,2,3
140,1982,384,2,3
130,2009,110,2,4
140,1990,242,2,2
140,1990,242,2,2
140,1962,1435,2,2
140,1962,1435,2,1
140,1962,1435,2,2
140,1962,1435,2,2
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,2
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,2
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,2
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,1
140,1962,1435,2,2
140,1962,1435,2,1
130,1991,122,1,2
130,1991,252,2,3
130,1991,252,2,3
140,2003,798,1,4
140,2003,798,1,3
130,1964,112,1,4
130,1980,183,1,5
130,1982,106,1,3
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
140,1952,828,1,2
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,3
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,4
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,4
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,4
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,2
140,1946,1148,3,4
130,1764,80,2,3
130,1973,144,7,5
140,1877,659,7,3
140,1877,659,7,4
140,1877,659,7,2
140,1877,659,7,3
140,1877,659,7,3
140,1877,659,7,3
140,1877,659,7,2
140,1877,659,7,3
140,1877,659,7,2
130,2000,174,2,3
140,1899,909,1,3
140,1899,909,1,5
140,1899,909,1,4
140,1899,909,1,4
140,1899,909,1,4
140,1899,909,1,3
140,1899,909,1,5
140,1899,909,1,4
130,1930,182,2,6
130,1941,84,1,4
140,2002,538,1,4
140,2002,538,1,4
140,2002,538,1,4
140,2002,538,1,4
130,1983,124,2,3
140,1900,252,7,1
140,1900,252,7,3
140,1900,252,7,1
140,1900,252,7,2
140,1900,252,7,2
140,1900,252,7,3
130,1948,100,7,4
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,
140,1917,2026,1,
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,3
140,1917,2026,1,3
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,3
140,1917,2026,1,
140,1917,2026,1,3
140,1917,2026,1,2
140,1917,2026,1,2
140,1917,2026,1,
140,1934,236,1,2
140,1934,236,1,2
140,1934,236,1,4
130,1981,131,1,4
130,1954,720,1,4
130,1954,720,1,4
130,2008,170,2,5
130,1982,106,1,3
130,1977,168,7,5
130,1972,228,2,3
130,1996,170,1,3
130,1996,170,1,3
130,1977,111,1,4
140,1971,2706,2,3
140,1971,2706,2,3
140,1971,2706,2,4
140,1971,2706,2,3
140,1971,2706,2,3
140,1971,2706,2,3
140,1971,2706,2,5
140,1971,2706,2,3
140,1971,2706,2,3
140,1971,2706,2,3
140,1971,2706,2,5
140,1971,2706,2,3
140,1972,2232,2,4
140,1972,2232,2,4
140,1972,2232,2,4
140,1972,2232,2,4
140,1972,2232,2,4
140,1972,2232,2,4
130,1960,155,1,6
130,1960,155,1,
140,1727,162,3,5
140,1727,162,3,1
140,1727,162,3,2
130,2007,148,2,5
130,1988,262,7,6
130,1988,262,7,5
140,1903,153,2,3
140,1903,153,2,3
140,1734,224,2,3
140,1734,224,2,3
140,1900,378,1,2
140,1900,378,1,2
140,1900,378,1,2
140,1900,378,1,2
140,1900,378,1,2
140,1900,378,1,2
140,1900,378,1,2
140,1900,378,1,2
130,1971,146,2,5
130,1986,536,2,4
130,1986,536,2,3
130,1986,536,2,2
130,1986,536,2,1
130,1973,142,1,6
130,1926,61,1,3
130,1926,61,1,
130,1970,115,2,4
130,1982,106,1,3
140,1991,2144,1,2
140,1991,2144,1,1
140,1991,2144,1,2
140,1991,2144,1,2
140,1991,2144,1,2
140,1991,2144,1,2
140,1991,2144,1,2
140,1991,2144,1,1
140,1991,2144,1,2
140,1991,2144,1,2
140,1991,2144,1,2
140,1991,2144,1,1
140,1991,2144,1,1
140,1991,2144,1,1
140,1991,2144,1,2
140,1991,2144,1,2
140,1991,2144,1,1
140,1991,2144,1,1
130,2007,148,2,5
130,1946,133,2,4
140,1937,378,2,2
140,1937,378,2,2
140,1937,378,2,2
140,1937,378,2,2
140,1937,378,2,2
140,1937,378,2,2
130,1980,190,1,5
130,1973,146,2,5
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,3
140,1965,1710,1,2
140,1965,1710,1,2
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,2
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,2
130,1987,118,7,5
140,1896,153,2,2
140,1896,153,2,4
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,2
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,2
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
140,1959,710,2,1
130,1991,336,2,3
130,1982,117,1,3
140,1942,1128,1,3
140,1942,1128,1,3
140,1942,1128,1,3
140,1942,1128,1,3
140,1942,1128,1,2
140,1942,1128,1,1
140,1942,1128,1,2
140,1942,1128,1,1
140,1942,1128,1,3
140,1942,1128,1,3
140,1942,1128,1,3
140,1942,1128,1,2
130,1982,138,1,4
130,1941,84,1,4
130,1983,286,1,3
130,1983,286,1,2
130,1987,271,1,4
130,1987,271,1,4
130,1974,142,1,5
130,1981,118,7,5
130,1975,118,2,4
140,1935,186,5,2
140,1935,186,5,5
140,1960,310,2,2
140,1960,310,2,1
140,1960,310,2,1
190,1900,57,1,3
130,1974,108,2,5
130,1982,168,1,3
140,1976,126,2,2
130,1977,108,1,4
130,1975,118,2,4
130,1963,104,2,4
130,1973,97,2,3
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,3
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,2
140,1918,1529,2,3
140,1918,1529,2,2
140,1918,1529,2,2
130,2000,113,1,4
130,1972,97,2,4
130,1977,111,1,4
130,2008,111,1,4
130,1962,100,2,4
130,2000,104,1,4
130,2009,131,2,4
140,1801,118,1,4
140,1801,118,1,
130,1982,344,2,3
130,1973,155,1,6
130,1990,152,1,2
130,1990,152,1,2
130,1990,152,1,1
130,1962,100,2,4
140,1906,273,5,4
140,1906,273,5,2
140,1906,273,5,4
140,1885,654,2,3
140,1885,654,2,2
140,1885,654,2,3
140,1885,654,2,2
140,1885,654,2,3
140,1885,654,2,2
140,1885,654,2,3
140,1885,654,2,2
140,1885,654,2,2
140,1885,654,2,2
140,1885,654,2,2
140,1885,654,2,2
140,1934,1512,1,3
140,1934,1512,1,3
140,1934,1512,1,2
140,1934,1512,1,3
140,1934,1512,1,2
140,1934,1512,1,
140,1934,1512,1,2
140,1934,1512,1,3
140,1934,1512,1,2
140,1934,1512,1,5
140,1934,1512,1,2
140,1934,1512,1,5
140,1934,1512,1,4
140,1934,1512,1,3
140,1934,1512,1,3
140,1934,1512,1,2
140,1934,1512,1,3
140,1934,1512,1,2
130,1975,111,7,4
130,1999,94,1,3
130,1993,172,2,4
140,1901,598,1,3
140,1901,598,1,3
140,1901,598,1,3
140,1901,598,1,3
140,1901,598,1,3
140,1901,598,1,3
140,1901,598,1,2
140,1901,598,1,2
140,1900,658,1,4
140,1900,658,1,4
140,1900,658,1,4
140,1900,658,1,4
140,1900,658,1,4
140,1900,658,1,4
140,1900,658,1,4
140,1878,304,2,3
140,1878,304,2,3
140,1878,304,2,4
140,1902,174,2,4
140,1902,174,2,4
140,1936,274,2,2
140,1936,274,2,2
140,1936,274,2,2
140,1936,274,2,2
130,1976,448,7,3
130,1976,448,7,2
130,1976,448,7,1
140,1907,113,2,2
140,1907,113,2,3
140,1947,381,1,3
140,1947,381,1,1
140,1947,381,1,7
130,1940,126,2,6
130,1736,123,2,5
130,1982,106,1,3
140,1826,474,2,2
140,1826,474,2,4
140,1826,474,2,2
140,1826,474,2,3
140,1826,474,2,3
140,1826,474,2,5
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,4
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
140,1959,1884,1,3
130,1980,120,1,4
130,1962,100,2,4
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,2015,435,1,2
140,1991,429,2,1
140,1991,429,2,3
140,1991,429,2,3
140,1991,429,2,2
140,1991,429,2,3
140,1991,429,2,2
130,1976,124,7,4
130,1973,155,1,6
140,1887,368,2,5
140,1887,368,2,6
130,1999,113,1,4
140,1886,324,5,3
140,1886,324,5,2
140,1886,324,5,3
140,1886,324,5,6
140,1900,269,1,4
140,1900,269,1,4
140,1900,269,1,3
140,2003,798,1,4
140,2003,798,1,4
140,2003,798,1,3
140,2003,798,1,3
130,1971,145,1,5
130,1971,127,1,5
130,2011,1145,1,2
130,2011,1145,1,2
130,2011,1145,1,1
130,2011,1145,1,2
130,2011,1145,1,2
130,2011,1145,1,1
130,1996,102,2,4
130,1963,108,2,4
130,1976,124,7,4
130,1983,295,1,3
130,1983,295,1,2
130,1977,108,1,4
130,2009,110,2,4
140,1960,2175,1,2
140,1960,2175,1,4
140,1960,2175,1,3
140,1960,2175,1,2
140,1960,2175,1,2
140,1960,2175,1,4
140,1960,2175,1,3
140,1960,2175,1,2
140,1960,2175,1,2
140,1960,2175,1,4
140,1960,2175,1,3
140,1960,2175,1,2
140,1960,2175,1,2
140,1960,2175,1,4
140,1960,2175,1,3
140,1960,2175,1,2
140,1960,2175,1,2
140,1960,2175,1,4
140,1960,2175,1,3
140,1960,2175,1,2
140,1960,2175,1,2
140,1960,2175,1,4
140,1960,2175,1,3
140,1960,2175,1,2
140,1890,245,3,4
140,1890,245,3,4
140,1890,245,3,4
140,1924,269,1,2
140,1924,269,1,3
140,1924,269,1,2
130,2011,180,1,2
130,2011,180,1,1
130,2011,180,1,2
130,2011,180,1,1
140,1827,190,2,4
140,1827,190,2,5
130,2011,125,1,4
130,2011,125,1,4
130,2008,96,2,3
130,1981,118,7,5
140,2002,502,1,4
140,2002,502,1,4
140,2002,502,1,3
130,1980,120,1,4
130,1984,236,2,5
130,1984,236,2,5
130,1984,236,2,
130,1976,448,7,3
130,1976,448,7,2
130,1976,448,7,2
130,1976,448,7,1
140,1726,150,2,3
140,1726,150,2,2
130,1982,106,1,3
130,1987,535,3,4
130,1999,131,1,3
140,1969,2082,1,2
140,1969,2082,1,5
140,1969,2082,1,3
140,1969,2082,1,4
140,1969,2082,1,2
140,1969,2082,1,2
140,1969,2082,1,3
140,1969,2082,1,4
140,1969,2082,1,3
140,1969,2082,1,2
140,1969,2082,1,2
140,1969,2082,1,1
140,1969,2082,1,3
140,1969,2082,1,3
140,1969,2082,1,4
140,1969,2082,1,4
140,1969,2082,1,3
130,1973,88,1,2
130,1987,114,2,4
140,1924,528,2,3
140,1924,528,2,2
140,1924,528,2,3
140,1924,528,2,3
140,1924,528,2,3
140,1924,528,2,2
140,1924,528,2,3
140,1924,528,2,2
130,1990,342,1,4
130,1990,342,1,3
130,1990,342,1,2
140,1945,719,3,3
140,1945,719,3,3
140,1945,719,3,2
140,1945,719,3,3
140,1945,719,3,3
140,1945,719,3,2
140,1945,719,3,5
140,1945,719,3,4
140,1945,719,3,2
140,1945,719,3,3
140,1945,719,3,2
130,1997,95,2,4
130,1981,190,1,4
130,1976,108,1,4
130,1960,122,1,5
130,1988,256,7,4
130,1988,256,7,3
130,1943,130,7,2
130,1943,130,7,2
130,1981,276,1,4
130,1981,276,1,4
130,1973,146,2,5
130,1783,197,2,5
130,1973,146,1,4
130,1978,126,2,5
130,1997,94,1,3
130,1875,76,2,2
130,1979,120,2,5
130,1988,60,1,2
140,1954,1845,1,1
140,1954,1845,1,3
140,1954,1845,1,4
140,1954,1845,1,3
140,1954,1845,1,3
140,1954,1845,1,4
140,1954,1845,1,3
140,1954,1845,1,3
140,1954,1845,1,4
140,1954,1845,1,3
130,1977,183,1,4
130,1964,120,2,4
130,2007,114,1,4
130,1970,115,2,4
130,1986,694,2,4
130,1986,694,2,3
140,1940,275,2,3
140,1940,275,2,2
140,1940,275,2,6
130,1976,124,7,3
130,1969,109,2,4
130,2004,130,1,4
130,1980,183,1,5
130,1959,92,1,4
130,1962,101,2,4
130,1962,101,2,
140,1906,352,2,2
140,1906,352,2,1
140,1906,352,2,2
140,1906,352,2,4
140,1906,352,2,4
140,1901,384,1,2
140,1901,384,1,2
140,1901,384,1,2
140,1901,384,1,2
140,1901,384,1,2
140,1901,384,1,2
140,1901,384,1,2
140,1901,384,1,2
140,1982,384,2,2
140,1982,384,2,1
140,1982,384,2,3
140,1982,384,2,3
130,1979,206,2,3
130,1979,206,2,3
140,1600,139,3,3
140,1600,139,3,2
140,1600,139,3,4
130,1712,45,2,2
130,1986,421,1,2
130,1986,421,1,2
130,1986,421,1,2
130,1986,421,1,2
130,2003,151,1,4
130,2000,94,1,3
130,1969,147,2,6
130,1940,105,2,5
130,1940,60,2,3
130,2003,56,1,2
130,1970,115,7,4
130,2004,130,1,4
140,1902,398,1,5
140,1902,398,1,2
140,1902,398,1,4
140,1959,452,1,1
140,1959,452,1,1
140,1959,452,1,1
140,1959,452,1,1
140,1959,452,1,4
140,1959,452,1,4
140,1959,452,1,1
140,1959,452,1,2
140,1959,452,1,3
140,1893,180,1,4
140,1893,180,1,3
140,1924,290,1,2
140,1924,290,1,2
140,1924,290,1,2
140,1917,897,2,3
140,1917,897,2,3
140,1917,897,2,2
140,1917,897,2,3
140,1917,897,2,3
140,1917,897,2,4
140,1917,897,2,4
140,1917,897,2,3
140,1935,524,2,2
140,1935,524,2,3
140,1935,524,2,2
140,1935,524,2,2
140,1935,524,2,3
140,1935,524,2,2
130,1900,77,2,3
140,2003,1150,1,3
140,2003,1150,1,2
140,2003,1150,1,2
140,2003,1150,1,3
140,2003,1150,1,3
140,2003,1150,1,2
140,2003,1150,1,2
140,2003,1150,1,3
140,2003,1150,1,3
140,2003,1150,1,2
140,2003,1150,1,2
140,2003,1150,1,3
140,1990,516,2,3
130,1979,102,2,4
130,2000,113,1,4
130,1975,118,2,4
130,2007,109,2,4
130,1962,118,2,4
140,1853,679,2,3
140,1853,679,2,2
140,1853,679,2,3
140,1853,679,2,2
140,1853,679,2,3
140,1853,679,2,3
140,1853,679,2,2
140,1853,679,2,3
140,1853,679,2,3
140,1853,679,2,2
130,1967,96,2,4
130,1997,250,1,3
130,1997,250,1,3
130,1962,102,1,4
140,1948,756,1,3
140,1948,756,1,3
140,1948,756,1,2
140,1948,756,1,2
140,1948,756,1,3
140,1948,756,1,3
130,1971,128,2,4
130,1783,101,2,3
130,2004,145,1,4
140,1900,262,2,2
140,1900,262,2,5
140,1900,262,2,4
130,1993,218,1,4
140,1952,1020,1,3
140,1952,1020,1,3
140,1952,1020,1,3
140,1952,1020,1,3
140,1952,1020,1,3
140,1952,1020,1,3
130,2005,132,1,3
130,1959,90,1,3
140,1958,1278,1,3
140,1958,1278,1,3
140,1958,1278,1,3
140,1958,1278,1,3
140,1958,1278,1,3
140,1958,1278,1,3
130,1975,111,2,4
140,1895,212,2,6
140,1895,212,2,3
140,1990,404,2,4
130,1995,457,2,3
130,1995,457,2,3
130,1995,457,2,3
130,1995,457,2,2
130,1995,457,2,1
130,1959,90,1,3
130,1962,100,2,4
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,2
140,1958,852,1,-1
140,1958,852,1,3
140,1958,852,1,3
130,1965,190,2,6
130,1986,315,2,2
130,1968,137,1,4
130,1965,93,2,3
130,1959,92,1,4
130,1974,896,1,4
130,1974,896,1,3
130,1974,896,1,1
130,1921,109,1,5
140,1954,256,1,2
140,1954,256,1,1
140,1954,256,1,1
140,1910,330,2,3
140,1910,330,2,4
140,1910,330,2,3
140,1910,330,2,4
140,1910,330,2,5
140,1910,330,2,1
140,1910,330,2,3
140,1910,330,2,1
130,1976,108,1,4
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,3
140,1958,852,1,3
130,1997,162,2,7
130,1988,61,1,2
130,2009,106,1,4
130,1975,124,7,5
130,1985,244,2,4
130,1962,120,1,5
130,1940,67,2,4
130,1999,80,2,2
130,2011,154,1,5
130,2011,154,1,5
140,1905,493,1,5
140,1905,493,1,4
140,1905,493,1,2
140,1905,493,1,6
130,1976,124,1,5
